CASE,CITATION,DATE,YEAR,DECADE,DECISION,DECISION2,EFFECT,STAT NAME,STAT CITE,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,AREA2,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT,caseId.SCDB,JRC caseID,,
United States v. Macintosh,283 U.S. 605,25/05/1931,1931,1930,0,0,upheld,Naturalization of Aliens Act,34 Stat. 596,59-338,29/06/1906,299,59,2,,1,0,1,1,1,0,1,4,0,NA,1931.09,,
Louisiana Public Service Commission v. Texas & New Orleans Railroad Co.,284 U.S. 125,23/11/1931,1931,1930,0,0,upheld,Interstate Commerce Act,24 Stat. 379,,2/4/1887,537,49,5,4,1,1,1,0,0,0,0,0,1,NA,1931.10,,
Phillips v. Dime Trust & Safe Deposit Co.,284 U.S. 160,23/11/1931,1931,1930,0,0,upheld,Revenue Act of 1924,43 Stat. 304,68-176,02/06/1924,89,68,4,1,1,0,1,1,1,0,1,0,0,NA,1931.11,,
"Chicago, Rock Island, and Pacific Railway Co. v. United States",284 U.S. 80,23/11/1931,1931,1930,1,1,struck down as applied,Transportation Act of 1920  ,41 Stat. 456,66-152,28/02/1920,141,66,4,,1,0,1,0,1,0,1,3,0,NA,1931.12,,
"Atchison, Topeka & Sante Fe Railroad Co. v. United States",284 U.S. 248,04/01/1932,1932,1930,1,1,struck down as applied,Hoch-Smith Resolution,43 Stat. 801,68-352,30/01/1925,83,68,4,,0,0,1,0,1,0,1,0,0,NA,1932.01,,
Marine Transit Corp. v. Dreyfus,284 U.S. 263,04/01/1932,1932,1930,0,0,upheld,United States Arbitration Act,43 Stat. 883,68-401,12/02/1925,83,68,6,,0,0,0,1,0,0,0,0,0,NA,1932.02,,
Blackmer v. United States,284 U.S. 421,15/02/1932,1932,1930,0,0,upheld,Walsh Act,44 Stat. 835,69-483,03/07/1926,67,69,1,,0,0,0,1,0,0,1,0,0,NA,1932.03,,
Burnet v. Leininger,285 U.S. 136,14/03/1932,1932,1930,0,0,upheld,Revenue Act of 1918  ,40 Stat. 1070,65-254,24/02/1919,155,65,4,,0,0,1,1,0,0,1,0,1,NA,1932.04,,
Heiner v. Donnan,285 U.S. 312,21/03/1932,1932,1930,2,1,struck down on face,Revenue Act of 1925,44 Stat. 70,69-20,26/02/1926,73,69,4,,1,0,1,0,0,1,1,2,0,NA,1932.05,,
Burnet v. Coronado Oil & Gas Co.,285 U.S. 393,11/04/1932,1932,1930,1,1,struck down as applied,Revenue Act of 1918  ,40 Stat. 1057,65-254,24/02/1919,158,65,5,,0,0,1,1,0,0,1,4,1,NA,1932.06,,
Crowell v. Benson,285 U.S. 95,23/02/1932,1932,1930,0,0,upheld,Longshortmen's and Harbor Workers' Compensation Act,44 Stat. 1424,69-803,04/03/1927,59,69,4,,0,0,1,1,0,0,1,0,0,NA,1932.07,,
MacLaughlin v. Alliance Insurance Co.,286 U.S. 244,16/05/1932,1932,1930,0,0,upheld,Revenue Act of 1928,45 Stat. 844,70-562,29/05/1928,48,70,4,,0,0,1,0,0,0,1,0,0,NA,1932.08,,
"Atlantic Cleaners & Dyers, Inc. v. United States",286 U.S. 427,23/05/1932,1932,1930,0,0,upheld,Sherman Anti-Trust Act,26 Stat. 209,,7/2/1890,502,51,4,5,1,0,1,0,0,0,1,0,0,NA,1932.09,,
Edwards v. United States,286 U.S. 482,31/05/1932,1932,1930,0,0,upheld,An Act for Relief of Thomas C. Edwards,46 Stat. 2163,,05/03/1931,14,71,6,,0,0,1,0,0,0,1,0,0,NA,1932.10,,
Colorado v. Symes,286 U.S. 510,31/05/1932,1932,1930,1,1,struck down as applied,39 Stat. 532,39 Stat. 532,64-231,23/08/1916,189,64,5,,0,0,1,0,0,0,1,2,1,NA,1932.11,,
New York Central Securities Corp. v. United States,287 U.S. 12,07/11/1932,1932,1930,0,0,upheld,Transportation Act of 1920,41 Stat. 493,66-152,28/02/1920,153,66,6,,1,0,1,0,0,0,1,0,0,NA,1932.12,,
Grau v. United States,287 U.S. 124,07/11/1932,1932,1930,1,1,struck down as applied,National Prohibition Act,41 Stat. 305,66-66,28/10/1919,157,66,1,,1,0,1,1,1,0,1,2,0,NA,1932.13,,
Norfolk & Western Railway Co. v. United States,287 U.S. 134,07/11/1932,1932,1930,0,0,upheld,Transportation Act of 1920,41 Stat. 493,66-152,28/02/1920,153,66,4,,1,0,1,0,0,0,1,0,0,NA,1932.14,,
Sgro v. United States,287 U.S. 206,05/12/1932,1932,1930,1,1,struck down as applied,National Prohibition Act,41 Stat. 315,66-66,28/10/1919,158,66,1,,1,0,1,1,1,0,1,2,0,NA,1932.15,,
Gwinn v. Commissioner,287 U.S. 224,05/12/1932,1932,1930,0,0,upheld,Revenue Act of 1924  ,43 Stat. 304,68-176,02/06/1924,102,68,1,,1,0,1,1,0,0,1,0,0,NA,1932.16,,
Reichelderfer v. Quinn,287 U.S. 315,05/12/1932,1932,1930,0,0,upheld,45 Stat. 667,45 Stat. 667,70-457,21/05/1928,55,70,4,,0,0,0,1,1,0,0,0,0,NA,1932.17,,
Lloyd Sabaudo Societa Anonima Per Azioni v. Elting,287 U.S. 329,05/12/1932,1932,1930,0,0,upheld,Immigration Act of 1917,39 Stat. 880,64-301,05/02/1917,190,64,1,,1,0,1,1,1,0,1,0,1,NA,1932.18,,
United States v. Shreveport Grain & Elevator Co.,287 U.S. 77,07/11/1932,1932,1930,0,0,upheld,Federal Food and Drugs Act of 1906 (Wiley Act),34 Stat. 768,59-384,30/06/1906,317,59,1,6,1,1,1,0,1,0,1,0,0,NA,1932.19,,
Interstate Commerce Commission v. Oregon-Washington Railroad & Navigation Co. ,288 U.S. 14,09/01/1933,1933,1930,1,1,struck down as applied,Transportation Act of 1920  ,41 Stat. 456,66-152,28/02/1920,155,66,4,,1,0,0,0,0,0,1,3,0,NA,1933.01,,
Burnet v. Brooks,288 U.S. 378,13/03/1933,1933,1930,0,0,upheld,Revenue Act of 1924,43 Stat. 303,68-176,02/06/1924,105,68,4,,1,0,1,1,1,0,1,1,0,NA,1933.02,,
Porter v. Commissioner of Internal Revenue,288 U.S. 436,13/03/1933,1933,1930,0,0,upheld,Revenue Act of 1925,44 Stat. 71,69-20,26/02/1926,83,69,4,,1,0,1,1,0,0,1,0,0,NA,1933.03,,
United States v. Flores,289 U.S. 137,10/04/1933,1933,1930,0,0,upheld,Penal Law Codification of 1909,35 Stat. 1143,60-350,04/03/1909,289,60,5,6,1,0,1,0,1,0,1,0,0,NA,1933.04,,
Reinecke v. Smith,289 U.S. 172,10/04/1933,1933,1930,0,0,upheld,Revenue Act of 1924,43 Stat. 277,68-176,02/06/1924,106,68,1,4,1,0,1,1,1,0,1,0,0,NA,1933.05,,
Federal Radio Commission v. Nelson Brothers Bond & Mortgage Co.,289 U.S. 266,08/05/1933,1933,1930,0,0,upheld,Radio Act of 1927,45 Stat. 373,70-195,28/03/1928,62,70,5,6,0,0,1,1,1,0,1,0,0,NA,1933.06,,
George More Ice Cream Co. v. Rose,289 U.S. 373,08/05/1933,1933,1930,0,0,upheld,Revenue Act of 1924,43 Stat. 343,68-176,02/06/1924,107,68,1,,1,0,1,1,1,0,1,0,0,NA,1933.07,,
Board of Trustees of the University of Illinois v. United States,289 U.S. 48,20/03/1933,1933,1930,0,0,upheld,Tariff Act of 1922  ,42 Stat. 858,67-318,21/09/1922,126,67,5,,0,0,1,1,0,0,1,0,0,NA,1933.08,,
O'Donoghue v. United States,289 U.S. 516,29/05/1933,1933,1930,0,0,upheld,Economy Act of 1932,47 Stat. 401,72-212,30/06/1932,11,72,6,,0,0,1,0,0,0,1,3,1,NA,1933.09,,
Williams v. United States,289 U.S. 553,29/05/1933,1933,1930,0,0,upheld,Economy Act of 1932,47 Stat. 402,72-212,30/06/1932,11,72,6,,0,0,1,0,0,0,1,0,1,NA,1933.10,,
Burnet v. Wells,289 U.S. 670,29/05/1933,1933,1930,0,0,upheld,Revenue Act of 1924  ,43 Stat. 253,68-176,02/06/1924,107,68,4,,1,0,1,1,1,0,1,4,0,NA,1933.11,,
Nathanson v. United States,290 U.S. 41,06/11/1933,1933,1930,1,1,struck down as applied,Tariff Act of 1930,46 Stat. 752,71-361,17/06/1930,41,71,1,,1,0,1,1,1,0,1,0,0,NA,1933.12,,
Burroughs v. United States,290 U.S. 534,08/01/1934,1934,1930,0,0,upheld,Federal Corrupt Practices Acts,43 Stat. 1070,68-506,28/02/1925,107,68,5,,1,0,1,1,0,0,1,1,0,NA,1934.01,,
United States v. Chambers,291 U.S. 217,05/02/1934,1934,1930,1,1,struck down as applied,National Prohibition Act,41 Stat. 305,66-66,28/10/1919,172,66,5,1,1,1,1,0,0,0,1,0,0,NA,1934.02,,
Booth v. United States,291 U.S. 339,05/02/1934,1934,1930,2,1,struck down on face,Independent Offices Appropriation Act of 1933,48 Stat. 307,73-78,16/06/1933,8,73,6,,0,0,1,0,0,1,1,0,1,NA,1934.03,,
United States v. Jefferson Electrical Manufacturing Co.,291 U.S. 386,12/02/1934,1934,1930,0,0,upheld,Revenue Act of 1928,45 Stat. 866,70-562,29/05/1928,67,70,6,,0,0,1,1,1,0,1,0,0,NA,1934.04,,
United States v. Illinois,291 U.S. 457,05/03/1934,1934,1930,0,0,upheld,43 Stat. 360,43 Stat. 360,68-185,03/06/1924,117,68,1,,0,0,1,0,1,0,1,0,0,NA,1934.05,,
Helvering v. Independent Life Insurance Co.,292 U.S. 371,21/05/1934,1934,1930,0,0,upheld,Revenue Act of 1921,42 Stat. 261,67-98,23/11/1921,150,67,4,,0,0,1,1,1,0,1,1,0,NA,1934.06,,
Woodson v. Deutsche Gold and Silber Scheideanstalt Vormals Roessler,292 U.S. 449,28/05/1934,1934,1930,0,0,upheld,Independent Offices Appropriation Act of 1935,48 Stat. 510,73-141,28/03/1934,2,73,4,,1,0,1,1,1,0,1,0,1,NA,1934.07,,
Lynch v. United States,292 U.S. 571,04/06/1934,1934,1930,2,1,struck down on face,Economy Act of 1933,48 Stat. 9,73-2,20/03/1933,15,73,4,,1,0,1,1,1,1,1,0,1,NA,1934.08,,
Detroit Trust Co. v. The Thomas Barlum,293 U.S. 21,05/11/1934,1934,1930,0,0,upheld,Merchant Marine Act of 1920,41 Stat. 1000,66-261,05/06/1920,173,66,5,,1,0,0,1,1,0,0,0,0,NA,1934.09,,
Helvering v. Powers,293 U.S. 214,03/12/1934,1934,1930,0,0,upheld,"Revenue Acts, sect. 212",44 Stat. 9 ,69-20,26/02/1926,106,69,5,,1,0,1,1,1,0,1,0,0,NA,1934.10,,
Panama Refining Co. v. Ryan,293 U.S. 388,07/01/1935,1935,1930,2,1,struck down on face,National Industrial Recovery Act,48 Stat. 200,73-67,16/06/1933,19,73,6,,1,1,1,1,1,1,1,1,1,NA,1935.01,,
Norman v. Baltimore & Ohio Railroad Co.,294 U.S. 240,18/02/1935,1935,1930,0,0,upheld,Gold Repeal Joint Resolution ,48 Stat. 112,73-29,03/06/1933,20,73,4,,1,1,1,1,0,0,1,4,1,NA,1935.02,,
Perry v. United States,294 U.S. 330,18/02/1935,1935,1930,2,1,struck down on face,Gold Repeal Joint Resolution ,48 Stat. 112,73-29,03/06/1933,20,73,4,,1,1,1,0,0,1,1,4,1,NA,1935.03,,
"Continental Illinois National Bank & Trust Co. v. Chicago, Rock Island, and Pacific Railroad Co.",294 U.S. 648,01/04/1935,1935,1930,0,0,upheld,Bankruptcy Act of 1898 Amendments,47 Stat. 1474,72-420,03/03/1933,25,72,4,,0,0,1,1,0,0,0,0,1,NA,1935.04,,
Railroad Retirement Board v. Alton Railroad Co.,295 U.S. 330,06/05/1935,1935,1930,2,1,struck down on face,Railroad Retirement Act,48 Stat. 1283,73-485,27/06/1934,11,73,4,5,0,0,1,1,0,1,0,4,1,NA,1935.05,,
Stewart v. Keyes,295 U.S. 403,20/05/1935,1935,1930,1,1,struck down as applied,44 Stat. 239,44 Stat. 239,69-98,10/04/1926,109,69,4,1,0,0,0,0,0,0,0,0,0,NA,1935.06,,
A.L.A. Schechter Poultry Corp. v. United States,295 U.S. 495,27/05/1935,1935,1930,2,1,struck down on face,National Industrial Recovery Act,48 Stat. 196,73-67,16/06/1933,23,73,6,5,1,1,1,1,1,1,1,0,1,NA,1935.07,,
Louisvile Joint Stock Land Bank v. Radford,295 U.S. 555,27/05/1935,1935,1930,2,1,struck down on face,Frazier-Lemke Act,48 Stat. 1289,73-486,28/06/1934,11,73,4,,0,0,0,1,1,1,0,0,1,NA,1935.08,,
Humphrey's Executor v. United States,295 U.S. 602,27/05/1935,1935,1930,0,0,upheld,Federal Trade Commission Act,38 Stat. 717,63-203,26/09/1914,248,63,6,,1,0,1,0,0,0,1,0,1,NA,1935.09,,
United States v. Constantine,296 U.S. 287,09/12/1935,1935,1930,2,1,struck down on face,Revenue Act of 1924,43 Stat. 328,68-176,02/06/1926,114,68,5,,1,0,1,1,0,1,1,3,0,NA,1935.10,,
Hopkins Federal Savings & Loan Association v. Cleary,296 U.S. 315,09/12/1935,1935,1930,2,1,struck down on face,49 Stat. 297,49 Stat. 297,74-76,28/05/1935,7,74,5,,0,0,1,1,0,1,0,0,1,NA,1935.11,,
Becker Steel Co. v. Cummings,296 U.S. 74,11/11/1935,1935,1930,1,1,struck down as applied,Winslow Act,42 Stat. 1511,67-536,04/03/1923,152,67,4,1,0,0,1,1,1,0,1,2,0,NA,1935.12,,
Helvering v. City Bank Farmers Trust Co.,296 U.S. 85,11/11/1935,1935,1930,0,0,upheld,Revenue Act of 1925,44 Stat. 70,69-20,26/02/1926,117,69,4,,1,0,1,1,1,0,1,4,0,NA,1935.13,,
Helvering v. Helmholz,296 U.S. 93,11/11/1935,1935,1930,1,1,struck down as applied,Revenue Act of 1925,44 Stat. 70,69-20,26/02/1926,117,69,4,1,1,0,1,1,0,0,1,0,0,NA,1935.14,,
United States v. Butler,297 U.S. 1,09/01/1936,1936,1930,2,1,struck down on face,Agricultural Adjustment Act,48 Stat. 31,73-10,12/05/1933,32,73,5,4,1,1,1,1,0,1,1,3,1,NA,1936.01,,
"Rickert Rice Mills, Inc. v. Fontenot",297 U.S. 110,13/01/1936,1936,1930,2,1,struck down on face,Potato Control Act,49 Stat. 750,74-320,24/08/1935,5,74,5,4,0,0,1,1,0,1,1,0,1,NA,1936.02,,
United States v. California,297 U.S. 175,03/02/1936,1936,1930,0,0,upheld,29 Stat. 85,29 Stat. 85,,4/1/1896,479,54,5,,0,0,1,1,1,0,1,0,0,NA,1936.03,,
Ashwander v. Tennessee Valley Authority,297 U.S. 288,17/02/1936,1936,1930,0,0,upheld,Tennessee Valley Authority Act of 1933,49 Stat. 1075,74-412,31/08/1935,7,74,5,,0,0,1,1,0,0,1,1,1,NA,1936.04,,
Whitfield v. Ohio,297 U.S. 431,02/03/1936,1936,1930,0,0,upheld,45 Stat. 1084,45 Stat. 1084,70-670,19/01/1929,86,70,5,6,0,0,0,1,0,0,0,0,0,NA,1936.05,,
United States v. Safety Car Heating & Lighting Co.,297 U.S. 88,06/01/1936,1936,1930,0,0,upheld,Revenue Act of 1925,44 Stat. 9,69-20,26/02/1926,119,69,4,1,1,0,1,1,1,0,1,3,0,NA,1936.06,,
Carter v. Carter Coal Co.,298 U.S. 238,18/05/1936,1936,1930,2,1,struck down on face,Bituminous Coal Act of 1935,49 Stat. 991,74-402,30/08/1935,9,74,5,4,1,1,1,1,1,1,0,4,1,NA,1936.07,,
Baltimore & Ohio Railroad Company v. United States,298 U.S. 349,18/05/1936,1936,1930,1,1,struck down as applied,Interstate Commerce Act,24 Stat. 379,,2/4/1887,591,49,1,4,1,1,1,0,0,0,1,0,1,NA,1936.08,,
Ashton v. Cameron County Water Improvement District,298 U.S. 513,25/05/1936,1936,1930,2,1,struck down on face,Bankruptcy Act of 1898 Amendments,48 Stat. 798,73-251,24/05/1934,24,73,5,,0,0,1,1,1,1,0,4,1,NA,1936.09,,
United States v. Wood,299 U.S. 123,07/12/1936,1936,1930,0,0,upheld,49 Stat. 682,49 Stat. 682,74-301,22/08/1935,16,74,1,,0,0,1,1,1,0,1,3,1,NA,1936.10,,
United States v. Curtiss-Wright Export Corp.,299 U.S. 304,21/12/1936,1936,1930,0,0,upheld,Gold Repeal Joint Resolution ,48 Stat. 811,73-263,28/05/1934,31,73,6,,0,0,1,0,1,0,1,1,1,NA,1936.11,,
Kentucky Whig & Collar Co. v. Illinois Central Railroad Co.,299 U.S. 334,04/01/1937,1937,1930,0,0,upheld,49 Stat. 494,49 Stat. 494,74-215,24/07/1935,18,74,5,,0,0,1,1,0,0,0,0,1,NA,1937.01,,
New York ex rel. Rogers v. Graves,299 U.S. 401,04/01/1937,1937,1930,0,0,upheld,Spooner Act,32 Stat. 481,57-183,28/06/1902,415,57,5,,1,0,0,0,1,0,0,0,0,NA,1937.02,,
Keuhner v. Irving Trust Co.,299 U.S. 445,04/01/1937,1937,1930,0,0,upheld,Bankruptcy Act of 1898 Amendments,48 Stat. 912,73-296,07/06/1934,31,73,4,,0,0,0,1,0,0,0,0,1,NA,1937.03,,
United States v. Hudson,299 U.S. 498,11/01/1937,1937,1930,0,0,upheld,Silver Purchase Act of 1934,48 Stat. 1178,73-438,19/06/1934,31,73,4,1,1,1,1,1,1,0,1,0,1,NA,1937.04,,
Hill v. United States ex rel. Weiner,300 U.S. 105,01/02/1937,1937,1930,0,0,upheld,Clayton Anti-Trust Act,38 Stat. 730,63-212,15/10/1914,268,63,4,,1,0,1,1,1,0,1,0,1,NA,1937.05,,
Cummings v. Deutsche Bank and Disconto-Gesellschaft,300 U.S. 115,01/02/1937,1937,1930,0,0,upheld,Settlement of War Claims Act of 1928 Amendments,48 Stat. 1267,73-53,27/06/1934,32,73,1,4,0,0,1,1,1,0,1,0,1,NA,1937.06,,
Holyoke Water Power Co. v. American Writing Paper Co.,300 U.S. 324,01/03/1937,1937,1930,0,0,upheld,Gold Repeal Joint Resolution ,48 Stat. 112,73-29,05/06/1933,45,73,4,,1,1,1,1,0,0,0,4,1,NA,1937.07,,
Wright v. Vinton Branch of Mountain Trust Bank,300 U.S. 440,29/03/1937,1937,1930,0,0,upheld,Bankruptcy Act of 1898 Amendments,49 Stat. 943,74-384,28/08/1935,19,74,4,,1,1,0,1,1,0,0,0,1,NA,1937.08,,
Sonzinsky v. United States,300 U.S. 506,29/03/1937,1937,1930,0,0,upheld,National Firearms Act,48 Stat. 1236,73-474,26/06/1934,33,73,4,5,0,0,1,1,0,0,1,0,1,NA,1937.09,,
Virginian Railway Co. v. System Federation,300 U.S. 515,29/03/1937,1937,1930,0,0,upheld,Railway Labor Act,48 Stat. 1185,73-442,21/06/1934,33,73,5,,0,0,1,1,0,0,0,0,1,NA,1937.10,,
National Labor Relations Board v. Jones & Laughlin Steel Corp.,301 U.S. 1,12/04/1937,1937,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,21,74,5,1,1,1,1,1,1,0,1,4,1,NA,1937.11,,
Associated Press v. National Labor Relations Board,301 U.S. 103,12/04/1937,1937,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,21,74,5,2,1,0,1,1,0,0,1,4,1,NA,1937.12,,
Cincinnati Soap Co. v. United States,301 U.S. 308,03/05/1937,1937,1930,0,0,upheld,Revenue Act of 1934,48 Stat. 763,73-216,10/05/1934,36,73,4,6,0,0,1,1,0,0,1,0,1,NA,1937.13,,
Anniston Manufacturing Corp. v. Davis,301 U.S. 337,17/05/1937,1937,1930,0,0,upheld,Revenue Act of 1936,49 Stat. 1747,74-740,22/06/1936,11,74,1,4,0,0,1,1,0,0,1,1,1,NA,1937.14,,
Steward Machine Co. v. Davis,301 U.S. 548,24/05/1937,1937,1930,0,0,upheld,Social Security Act,49 Stat. 620,74-271,14/08/1935,21,74,4,5,1,1,1,1,0,0,1,4,1,NA,1937.15,,
Helvering v. Davis,301 U.S. 619,24/05/1937,1937,1930,0,0,upheld,Social Security Act,49 Stat. 620,74-271,14/08/1935,21,74,5,,1,1,1,1,1,0,1,6,1,NA,1937.16,,
McNair v. Knott,302 U.S. 369,13/12/1937,1937,1930,0,0,upheld,46 Stat. 809,46 Stat. 809,71-433,25/06/1930,90,71,4,,0,0,0,1,0,0,0,0,0,NA,1937.17,,
United States v. Stevens,302 U.S. 623,17/01/1938,1938,1930,0,0,upheld,36 Stat. 736,36 Stat. 736,61-266,25/06/1910,331,61,5,4,0,0,1,1,1,0,1,0,0,NA,1938.01,,
Kay v. United States,303 U.S. 1,31/01/1938,1938,1930,0,0,upheld,Home Owners' Loan Act of 1933 Amendments,48 Stat. 643,73-178,27/04/1934,45,73,4,1,0,0,1,1,0,0,1,0,1,NA,1938.02,,
Helvering v. Therrell,303 U.S. 218,28/02/1938,1938,1930,0,0,upheld,35 Stat. 403,35 Stat. 403,60-146,27/05/1908,357,60,5,,0,0,1,1,1,0,1,0,0,NA,1938.03,,
Helvering v. Mountain Producers Corp.,303 U.S. 376,07/03/1938,1938,1930,0,0,upheld,Revenue Act of 1925,44 Stat. 9,69-20,26/02/1926,145,69,5,,1,0,1,1,1,0,1,2,0,NA,1938.04,,
Helvering v. Mitchell,303 U.S. 391,07/03/1938,1938,1930,0,0,upheld,Revenue Act of 1928,45 Stat. 791,70-562,29/05/1928,118,70,1,,0,0,1,1,1,0,1,1,0,NA,1938.05,,
Myers v. Bethlehem Shipbuilding Corp.,303 U.S. 41,31/01/1938,1938,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,30,74,1,,1,0,1,1,1,0,1,0,1,NA,1938.06,,
Electric Bond & Share Co. v. Securities & Exchange Commission,303 U.S. 419,28/03/1938,1938,1930,0,0,upheld,Public Utility Act of 1935,49 Stat. 813,74-333,26/08/1935,31,74,5,,1,0,1,1,0,0,1,1,1,NA,1938.07,,
Santa Cruz Fruit Packing Co. v. National Labor Relations Board,303 U.S. 453,28/03/1938,1938,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,32,74,5,,1,1,1,1,0,0,1,2,1,NA,1938.08,,
United States v. Carolene Products Co.,304 U.S. 144,25/04/1938,1938,1930,0,0,upheld,Filled Milk Act,42 Stat. 1486,67-513,04/03/1923,181,67,5,4,0,0,1,0,1,0,1,1,0,NA,1938.09,,
United States v. Bekins,304 U.S. 27,25/04/1938,1938,1930,0,0,upheld,Bankruptcy Act of 1898 Amendments,50 Stat. 653,75-302,16/08/1937,8,75,4,5,0,0,1,0,1,0,1,2,1,NA,1938.10,,
Helvering v. National Grocery Co.,304 U.S. 282,16/05/1938,1938,1930,0,0,upheld,Revenue Act of 1928,45 Stat. 814,70-562,29/05/1928,120,70,5,4,0,0,1,1,1,0,1,2,0,NA,1938.11,,
National Labor Relations Board v. Mackay Radio & Telegraph Co.,304 U.S. 333,16/05/1938,1938,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,34,74,4,5,1,0,1,1,1,0,1,0,1,NA,1938.12,,
Helvering v. Gerhardt,304 U.S. 405,23/05/1938,1938,1930,0,0,upheld,Revenue Act of 1932,47 Stat. 178,72-154,06/06/1932,71,72,5,,0,0,1,1,1,0,1,2,1,NA,1938.13,,
Allen v. Regents of the University of Georgia,304 U.S. 439,23/05/1938,1938,1930,0,0,upheld,Revenue Act of 1932,47 Stat. 271,72-154,06/06/1932,71,72,5,,0,0,1,1,1,0,1,5,1,NA,1938.14,,
In re NLRB,304 U.S. 486,31/05/1938,1938,1930,0,0,upheld,National Labor Relations Act,49 Stat. 454,74-198,05/07/1935,34,74,1,,1,0,1,0,0,0,1,2,1,NA,1938.15,,
Wright v. Union Central Life Insurance Co.,304 U.S. 502,31/05/1938,1938,1930,0,0,upheld,Bankruptcy Act of 1898 Amendments,49 Stat. 942,74-384,28/08/1935,33,74,4,5,1,0,0,1,1,0,0,0,1,NA,1938.16,,
Collins v. Yosemite Park & Curry Co.,304 U.S. 518,31/05/1938,1938,1930,0,0,upheld,41 Stat. 731,41 Stat. 731,66-235,02/06/1920,215,66,5,,0,0,1,0,1,0,0,0,0,NA,1938.17,,
Consolidated Edison Co. v. National Labor Relations Board,305 U.S. 197,05/12/1938,1938,1930,0,0,upheld,National Labor Relations Act,49 Stat. 449,74-198,05/07/1935,41,74,5,1,1,1,1,1,0,0,1,2,1,NA,1938.18,,
Inter-Island Steam Navigatoin Co. v. Hawaii,305 U.S. 306,05/12/1938,1938,1930,0,0,upheld,Shipping Act of 1916,39 Stat. 728,64-260,07/09/1916,267,64,5,4,1,0,0,1,0,0,0,0,1,NA,1938.19,,
Hines v. Lowrey,305 U.S. 85,07/11/1938,1938,1930,0,0,upheld,World War Veterans' Act of 1924,43 Stat. 628,68-242,07/06/1924,173,68,5,,1,0,0,1,0,0,1,0,0,NA,1938.20,,
Currin v. Wallace,306 U.S. 1,30/01/1939,1939,1930,0,0,upheld,Tobacco Inspections Act,49 Stat. 731,74-314,23/08/1935,41,74,5,6,0,0,1,1,0,0,1,2,0,NA,1939.01,,
NLRB v. Fansteel Metallurgical Corp.,306 U.S. 240,27/02/1939,1939,1930,1,1,struck down as applied,National Labor Relation Act,49 Stat. 449,74-198,05/07/1935,43,74,4,,1,0,1,1,0,0,1,2,0,NA,1939.02,,
United States v. Jacobs,306 U.S. 363,27/02/1939,1939,1930,0,0,upheld,Revenue Act of 1924,43 Stat. 303,68-176,02/06/1924,176,68,4,1,1,0,1,1,1,0,1,3,1,NA,1939.03,,
Graves v. New York ex rel. O'Keefe,306 U.S. 466,27/03/1939,1939,1930,0,0,upheld,Federal Fram Loan Act,39 Stat. 360,64-158,17/07/1916,272,64,5,,1,0,1,1,1,0,0,2,0,NA,1939.04,,
National Labor Relations Board v. Fainblatt,306 U.S. 601,17/04/1939,1939,1930,0,0,upheld,National Labor Relation Act,49 Stat. 449,74-198,05/07/1935,45,74,5,,1,1,1,1,1,0,1,2,0,NA,1939.05,,
United States v. Miller,307 U.S. 174,20/03/1939,1939,1930,0,0,upheld,National Firearms Act,48 Stat. 1236,73-474,26/06/1934,57,73,5,2,0,0,1,0,1,0,1,0,0,NA,1939.06,,
United States v. Miller,307 U.S. 174,15/05/1939,1939,1930,0,0,upheld,National Firearms Act,48 Stat. 1237,73-474,26/06/1934,59,73,5,,0,0,1,0,1,0,1,0,0,NA,1939.07,,
United States v. Powers,307 U.S. 214,15/05/1939,1939,1930,0,0,upheld,15 U.S.C. 715,49 Stat. 30,74-14,14/06/1937,22,75,1,,0,0,1,0,1,0,1,0,0,NA,1939.08,,
Guaranty Trust Co. v. Henwood,307 U.S. 247,22/05/1939,1939,1930,0,0,upheld,Gold Repeal Joint Resolution ,48 Stat. 112,73-29,03/06/1933,71,73,4,,1,1,1,1,0,0,0,4,0,NA,1939.09,,
O'Malley v. Woodrough,307 U.S. 277,22/05/1939,1939,1930,0,0,upheld,Revenue Act of 1932,47 Stat. 178,72-154,06/06/1936,35,72,6,,0,0,1,0,1,0,1,1,0,NA,1939.10,,
Mulford v. Smith,307 U.S. 38,17/04/1939,1939,1930,0,0,upheld,52 Stat. 120,52 Stat. 120,75-453,28/03/1938,13,75,5,4,0,0,1,0,0,0,0,2,0,NA,1939.11,,
"United States v. Rock Royal Co-operative, Inc.",307 U.S. 533,05/06/1939,1939,1930,0,0,upheld,Agricultural Marketing Adjustment Act of 1937,50 stat. 246,75-137,03/06/1937,24,75,2,5,0,0,1,0,1,0,1,4,0,NA,1939.12,,
Pittman v. Home Owners' Loan Corp.,308 U.S. 21,06/11/1939,1939,1930,0,0,upheld,Home Owners' Loan Act of 1933 Amendments,48 Stat. 128,73-43,13/06/1933,77,73,5,,1,0,1,1,0,0,0,0,0,NA,1939.13,,
