origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu,samecountry,typecountry
Lille,France,50.63194444,3.0575,231491,Turin,45.06666667,7.7,889600,Italy,709,EU,different,EU
Blois,France,47.59305556,1.327222222,45539,Urbino,43.72523889,12.6372,NA,Italy,977,EU,different,EU
Wattrelos,France,50.70111111,3.213333333,41522,Siemianowice Śląskie,50.27583333,18.98583333,NA,Poland,1115,EU,different,EU
Briey,France,49.24861111,5.939444444,5757,Szczawno-Zdrój,50.79944444,16.255,NA,Poland,756,EU,different,EU
Saint-Martin-des-Champs,France,48.57611111,-3.843611111,4731,Mielec,50.28333333,21.43333333,NA,Poland,1829,EU,different,EU
Saint-Yrieix-sur-Charente,France,45.67527778,0.1275,7167,Będzino,54.20861111,15.99027778,NA,Poland,1474,EU,different,EU
La Calmette,France,43.92388889,4.264166667,2047,Piaseczno,52.06666667,21.01666667,NA,Poland,1535,EU,different,EU
Saint-André-lez-Lille,France,50.66027778,3.043888889,11533,Wieliczka,49.98944444,20.06611111,21878,Poland,1208,EU,different,EU
Longuyon,France,49.44694444,5.600555556,5523,Żary,51.63333333,15.13333333,NA,Poland,716,EU,different,EU
Aix-en-Provence,France,43.52777778,5.445555556,141545,Perugia,43.1121,12.3888,166548,Italy,563,EU,different,EU
Douchy-les-Mines,France,50.30138889,3.393333333,10964,Mielec,50.28333333,21.43333333,NA,Poland,1278,EU,different,EU
Saint-Germain-en-Laye,France,48.89638889,2.090555556,39547,Gmina Konstancin-Jeziorna,52.08333333,21.11666667,NA,Poland,1387,EU,different,EU
Château-Gontier,France,47.82861111,-0.702777778,11582,Rabka-Zdrój,49.61666667,19.96666667,NA,Poland,1524,EU,different,EU
Mont-Saint-Aignan,France,49.4625,1.087222222,19178,Brzeg Dolny,51.27083333,16.72083333,NA,Poland,1125,EU,different,EU
Givors,France,45.59055556,4.768888889,19574,Orvieto,42.71666667,12.1,NA,Italy,666,EU,different,EU
Arcachon,France,44.65861111,-1.168888889,10476,Pescara,42.46427778,14.21418889,120525,Italy,1261,EU,different,EU
Vienne,France,45.52555556,4.874722222,29325,Piotrków Trybunalski,51.4,19.68333333,77810,Poland,1269,EU,different,EU
Charnay-lès-Mâcon,France,46.30916667,4.784444444,6919,Zbrosławice,50.41667,18.75,NA,Poland,1126,EU,different,EU
Saint-Amand-Montrond,France,46.72277778,2.505,10238,Otwock,52.11666667,21.26666667,NA,Poland,1478,EU,different,EU
Morlaix,France,48.5775,-3.827777778,15264,Mielec,50.28333333,21.43333333,NA,Poland,1828,EU,different,EU
Évron,France,48.15555556,-0.4025,7107,Alwernia,50.06666667,19.51666667,NA,Poland,1461,EU,different,EU
Montceau-les-Mines,France,46.66694444,4.368888889,18969,Żory,50.05,18.7,NA,Poland,1121,EU,different,EU
Bayeux,France,49.27861111,-0.703888889,13888,Chojnice,53.7,17.55,NA,Poland,1351,EU,different,EU
Conches-en-Ouche,France,48.96055556,0.9425,5097,Człuchów,53.65,17.36666667,NA,Poland,1251,EU,different,EU
Le Passage,France,44.20138889,0.603333333,9484,Włoszczowa,50.85416667,19.96694444,NA,Poland,1624,EU,different,EU
Nogent-sur-Oise,France,49.27472222,2.4675,18753,Kraśnik,50.91666667,22.21666667,NA,Poland,1416,EU,different,EU
Riom,France,45.89361111,3.1125,18675,Żywiec,49.68916667,19.20583333,NA,Poland,1271,EU,different,EU
Sanary-sur-Mer,France,43.11916667,5.802222222,16047,Kościerzyna,54.11666667,17.98333333,NA,Poland,1511,EU,different,EU
Marseille,France,43.29666667,5.376388889,855393,Genoa,44.40718611,8.933983333,588688,Italy,311,EU,different,EU
Vierzon,France,47.22194444,2.068333333,27113,Kamienna Góra,50.81666667,16.05,NA,Poland,1093,EU,different,EU
Dijon,France,47.32305556,5.041944444,153003,Opole,50.66666667,17.93333333,125992,Poland,1010,EU,different,EU
Ploemeur,France,47.73583333,-3.431111111,18039,Nowa Dęba,50.43333333,21.76666667,NA,Poland,1850,EU,different,EU
Rouvroy,France,50.39361111,2.903888889,8604,Libiąż,50.11666667,19.31666667,NA,Poland,1165,EU,different,EU
Granville,France,48.83805556,-1.586944444,13104,Chojna,52.96666667,14.41666667,NA,Poland,1209,EU,different,EU
Saint-Rémy-sur-Avre,France,48.76138889,1.242222222,3831,Głubczyce,50.2,17.83333333,NA,Poland,1207,EU,different,EU
Rouen,France,49.44305556,1.1025,110755,Wejherowo,54.6,18.25,NA,Poland,1301,EU,different,EU
Orange,France,44.1375,4.808888889,28948,Jarosław,50.01861111,22.67972222,38796,Poland,1498,EU,different,EU
Saint-Thégonnec,France,48.52111111,-3.946666667,2666,Mielec,50.28333333,21.43333333,NA,Poland,1838,EU,different,EU
Château-Salins,France,48.82166667,6.508333333,2438,Kraśnik,50.91666667,22.21666667,NA,Poland,1147,EU,different,EU
Taverny,France,49.02583333,2.226666667,25875,Nysa,50.47138889,17.33388889,46841,Poland,1095,EU,different,EU
Sin-le-Noble,France,50.36305556,3.113055556,15825,Gmina Siechnice,51.03333333,17.15,NA,Poland,990,EU,different,EU
Annemasse,France,46.195,6.235555556,34261,Sieradz,51.6,18.75,NA,Poland,1092,EU,different,EU
Beauvais,France,49.43416667,2.0875,55252,Tczew,54.09111111,18.78638889,NA,Poland,1256,EU,different,EU
Bressuire,France,46.84,-0.488611111,18962,Parczew,51.63333333,22.86666667,NA,Poland,1769,EU,different,EU
Nevers,France,46.9925,3.156666667,34841,Siedlce,52.18333333,22.28333333,76585,Poland,1489,EU,different,EU
Montmorillon,France,46.42611111,0.870833333,6197,Gmina Gościno,54.05361111,15.65055556,NA,Poland,1346,EU,different,EU
Saint-Doulchard,France,47.09972222,2.372777778,9295,Darłowo,54.41666667,16.41666667,14183,Poland,1276,EU,different,EU
Cissé,France,46.645,0.227777778,2651,Strzyżów,49.88333333,21.78333333,NA,Poland,1630,EU,different,EU
Bagneux,France,48.79777778,2.3125,38520,Turin,45.06666667,7.7,889600,Italy,582,EU,different,EU
Domont,France,49.0275,2.326666667,15339,Wolsztyn,52.11666667,16.11666667,13477,Poland,1031,EU,different,EU
La Couronne,France,45.6075,0.1,7466,Pasłęk,54.05,19.66666667,NA,Poland,1680,EU,different,EU
Nogent-sur-Marne,France,48.83666667,2.4825,31367,Bolesławiec,51.26666667,15.56666667,39412,Poland,971,EU,different,EU
Guingamp,France,48.5625,-3.151111111,7106,Urbino,43.72523889,12.6372,NA,Italy,1327,EU,different,EU
Saint-Jean-de-la-Ruelle,France,47.91305556,1.873333333,16488,Niepołomice,50.03388889,20.21722222,NA,Poland,1356,EU,different,EU
Noidans-lès-Vesoul,France,47.61444444,6.125555556,2025,Gmina Lwówek Śląski,51.11666667,15.58333333,NA,Poland,787,EU,different,EU
Rouen,France,49.44305556,1.1025,110755,Salerno,40.68055556,14.75972222,135066,Italy,1445,EU,different,EU
Épinay-sur-Seine,France,48.95472222,2.308333333,54857,Busto Arsizio,45.61195833,8.8518,83314,Italy,617,EU,different,EU
Morlaix,France,48.5775,-3.827777778,15264,Chełm,51.13333333,23.48333333,NA,Poland,1967,EU,different,EU
Auxerre,France,47.7975,3.566944444,34869,Płock,52.55,19.7,NA,Poland,1261,EU,different,EU
Niort,France,46.325,-0.462222222,57393,Biała Podlaska,52.03333333,23.11666667,57498,Poland,1818,EU,different,EU
Fontenay-le-Comte,France,46.46694444,-0.806388889,13647,Gmina Krotoszyn,51.68333333,17.43333333,NA,Poland,1445,EU,different,EU
Sin-le-Noble,France,50.36305556,3.113055556,15825,"Święta Katarzyna, Lower Silesian Voivodeship",51.03333,17.11667,NA,Poland,988,EU,different,EU
Méru,France,49.23583333,2.135,13995,"Izabelin, Warsaw West County",52.3,20.81666667,NA,Poland,1353,EU,different,EU
Avignon,France,43.94861111,4.808333333,90305,Siena,43.31833333,11.33138889,53853,Italy,529,EU,different,EU
Chambéry,France,45.56638889,5.920833333,58653,Turin,45.06666667,7.7,889600,Italy,150,EU,different,EU
Bruz,France,48.02472222,-1.745833333,16855,Gmina Września,52.33333333,17.58333333,NA,Poland,1452,EU,different,EU
Douai,France,50.37083333,3.079166667,41189,Puławy,51.41666667,21.96666667,NA,Poland,1326,EU,different,EU
Aubergenville,France,48.95833333,1.855,11576,Bełchatów,51.36666667,19.36666667,59025,Poland,1272,EU,different,EU
La Valette-du-Var,France,43.13722222,5.9825,21463,Liévin,50.42194444,2.777777778,31517,France,846,EU,same,same
Bordeaux,France,44.83777778,-0.579444444,243626,Porto,41.15,-8.6,237591,Portugal,770,EU,different,EU
Reichstett,France,48.64583333,7.752222222,4407,Gouesnou,48.45361111,-4.464444444,5845,France,898,EU,same,same
Tonneins,France,44.38972222,0.308333333,8914,Thann,47.80666667,7.104444444,7933,France,647,EU,same,same
Saint-Pierre,France,46.81888889,-56.34388889,5443,Port-en-Bessin-Huppain,49.34416667,-0.755277778,1995,France,4035,EU,same,same
Port-en-Bessin-Huppain,France,49.34416667,-0.755277778,1995,Saint-Pierre,46.81888889,-56.34388889,5443,France,4035,EU,same,same
Orléans,France,47.90222222,1.904166667,114977,Saint-Flour,45.03361111,3.092777778,6626,France,332,EU,same,same
Neuweg,France,47.6128,7.537,NA,Pimbo,43.57583333,-0.377777778,202,France,761,EU,same,same
Perros-Guirec,France,48.81333333,-3.443333333,7312,Quintin,48.40361111,-2.909444444,2822,France,60,EU,same,same
Dumbéa,France,-22.15,166.45,31812,Bessières,43.80055556,1.605833333,3625,France,17233,EU,same,same
Montbellet,France,46.47527778,4.871944444,806,Saint-Oyen,45.50361111,6.484166667,213,France,165,EU,same,same
Château-Chinon (Ville),France,47.06444444,3.932222222,2086,Villeréal,44.63666667,0.743055556,1282,France,366,EU,same,same
Orly,France,48.74361111,2.392777778,22377,Pointe-à-Pitre,16.24111111,-61.53305556,15826,France,6755,EU,same,same
Marlenheim,France,48.62277778,7.493055556,4005,Bouillante,16.1325,-61.76972222,7446,France,7152,EU,same,same
Fréjus,France,43.43305556,6.735555556,53039,Bazeilles,49.67722222,4.976388889,2041,France,707,EU,same,same
Longjumeau,France,48.69694444,2.295555556,21657,Condeixa-a-Nova Municipality,40.11666667,-8.5,NA,Portugal,1280,EU,different,EU
Chaumont,France,48.11083333,5.138611111,22560,Baillif,16.02111111,-61.74666667,5479,France,6981,EU,same,same
Chartres,France,48.44666667,1.488333333,38840,Chartres-de-Bretagne,48.03944444,-1.703888889,7395,France,241,EU,same,same
Mantilly,France,48.52083333,-0.801111111,555,Miuzela,40.51055556,-7.005,432,Portugal,1017,EU,different,EU
Vierzon,France,47.22194444,2.068333333,27113,Ronvaux,49.12972222,5.554444444,95,France,334,EU,same,same
Neuf-Brisach,France,48.01805556,7.528333333,1973,Meilhan-sur-Garonne,44.52138889,0.033611111,1347,France,694,EU,same,same
Schœlcher,France,14.61611111,-61.10138889,19922,Houilles,48.92555556,2.188333333,32287,France,6847,EU,same,same
Avranches,France,48.68444444,-1.356944444,7890,Saint-Gaudens,43.10805556,0.723333333,11241,France,641,EU,same,same
Manzat,France,45.96166667,2.941388889,1346,Saint-Crespin-sur-Moine,47.09888889,-1.186111111,1588,France,340,EU,same,same
Pointe-à-Pitre,France,16.24111111,-61.53305556,15826,Orly,48.74361111,2.392777778,22377,France,6755,EU,same,same
Eguisheim,France,48.04305556,7.305833333,1743,Aubusson,45.95611111,2.1675,3679,France,453,EU,same,same
Dumbéa,France,-22.15,166.45,31812,Punaauia,-17.60055556,-149.6094444,27613,France,4607,EU,same,same
Saint-Martin-de-Fontenay,France,49.11916667,-0.371111111,2575,Biganos,44.64416667,-0.978333333,9950,France,500,EU,same,same
Aix-en-Provence,France,43.52777778,5.445555556,141545,Coimbra,40.20127222,-8.407738889,143396,Portugal,1204,EU,different,EU
Charleville-Mézières,France,49.76,4.719444444,48991,Nevers,46.9925,3.156666667,34841,France,329,EU,same,same
Thomery,France,48.40833333,2.786111111,3468,Moissac,44.10472222,1.085277778,12564,France,496,EU,same,same
Contrexéville,France,48.18444444,5.895555556,3336,Seia Municipality,40.41666667,-7.7,NA,Portugal,1381,EU,different,EU
Villeréal,France,44.63666667,0.743055556,1282,Château-Chinon (Ville),47.06444444,3.932222222,2086,France,366,EU,same,same
Aubusson,France,45.95611111,2.1675,3679,Eguisheim,48.04305556,7.305833333,1743,France,453,EU,same,same
Sainte-Marie,France,14.78138889,-60.99361111,17188,Saintes-Maries-de-la-Mer,43.45166667,4.428055556,2593,France,6909,EU,same,same
Ronvaux,France,49.12972222,5.554444444,95,Vierzon,47.22194444,2.068333333,27113,France,334,EU,same,same
Dumbéa,France,-22.15,166.45,31812,Fréjus,43.43305556,6.735555556,53039,France,16999,EU,same,same
Pimbo,France,43.57583333,-0.377777778,202,Neuweg,47.6128,7.537,NA,France,761,EU,same,same
Saint-Oyen,France,45.50361111,6.484166667,213,Montbellet,46.47527778,4.871944444,806,France,165,EU,same,same
Barr,France,48.40805556,7.449722222,7137,Perros-Guirec,48.81333333,-3.443333333,7312,France,801,EU,same,same
Saint-Gaudens,France,43.10805556,0.723333333,11241,Avranches,48.68444444,-1.356944444,7890,France,641,EU,same,same
Saint-Crespin-sur-Moine,France,47.09888889,-1.186111111,1588,Manzat,45.96166667,2.941388889,1346,France,340,EU,same,same
Portel-des-Corbières,France,43.05444444,2.921944444,1267,Le Portel,50.70666667,1.573333333,9632,France,857,EU,same,same
Quiberon,France,47.48333333,-3.120555556,4987,Le Grand-Bornand,45.94194444,6.425277778,2195,France,747,EU,same,same
Baillif,France,16.02111111,-61.74666667,5479,Chaumont,48.11083333,5.138611111,22560,France,6981,EU,same,same
Ennery,France,49.22611111,6.216666667,1938,Janaillat,46.05666667,1.745555556,343,France,486,EU,same,same
Dietwiller,France,47.69138889,7.401388889,1423,Allemans-du-Dropt,44.62694444,0.289444444,502,France,645,EU,same,same
Liévin,France,50.42194444,2.777777778,31517,La Valette-du-Var,43.13722222,5.9825,21463,France,846,EU,same,same
Saint-Loubès,France,44.91722222,-0.428055556,8467,Figeac,44.60861111,2.031666667,9826,France,197,EU,same,same
Wittelsheim,France,47.80527778,7.2375,10562,Vierzon,47.22194444,2.068333333,27113,France,394,EU,same,same
Biganos,France,44.64416667,-0.978333333,9950,Saint-Martin-de-Fontenay,49.11916667,-0.371111111,2575,France,500,EU,same,same
Saint-Louis,France,47.58527778,7.565,19907,Lectoure,43.93444444,0.621111111,3730,France,674,EU,same,same
La Flèche,France,47.69972222,-0.076111111,14992,Thury-Harcourt,48.98388889,-0.474166667,2022,France,146,EU,same,same
La Clusaz,France,45.90416667,6.423055556,1792,Nœux-les-Mines,50.47972222,2.664722222,12424,France,580,EU,same,same
Meilhan-sur-Garonne,France,44.52138889,0.033611111,1347,Neuf-Brisach,48.01805556,7.528333333,1973,France,694,EU,same,same
Le Portel,France,50.70666667,1.573333333,9632,Portel-des-Corbières,43.05444444,2.921944444,1267,France,857,EU,same,same
Marly-le-Roi,France,48.86694444,2.094166667,16485,Viseu,40.66666667,-7.916666667,NA,Portugal,1205,EU,different,EU
Saint-Laurent-du-Var,France,43.67333333,7.19,28891,Saint-Laurent-du-Maroni,5.503888889,-54.02888889,41515,France,7296,EU,same,same
Port-en-Bessin-Huppain,France,49.34416667,-0.755277778,1995,Saint-Pierre,46.77777778,-56.17777778,5443,France,4035,EU,same,same
Hautvillers,France,49.08416667,3.943611111,765,Eguisheim,48.04305556,7.305833333,1743,France,273,EU,same,same
Leers,France,50.68166667,3.243888889,9456,Coquelles,50.935,1.799166667,2386,France,105,EU,same,same
Rosenau,France,47.63722222,7.535833333,2261,Savigneux,45.60694444,4.083055556,3411,France,347,EU,same,same
Pimbo,France,43.57583333,-0.377777778,202,Saint-Louis,47.58527778,7.565,19907,France,761,EU,same,same
Grand-Bourg,France,15.88333333,-61.31611111,5376,Bagneux,48.79777778,2.3125,38520,France,6764,EU,same,same
Saintes-Maries-de-la-Mer,France,43.45166667,4.428055556,2593,Sainte-Marie,14.78138889,-60.99361111,17188,France,6909,EU,same,same
Peyrehorade,France,43.545,-1.1,3612,Saint-Louis,47.58527778,7.565,19907,France,810,EU,same,same
Peyrehorade,France,43.545,-1.1,3612,Bourgfelden,47.5751,7.55125,NA,France,808,EU,same,same
Moissac,France,44.10472222,1.085277778,12564,Thomery,48.40833333,2.786111111,3468,France,496,EU,same,same
Bagnolet,France,48.86694444,2.416944444,35984,Le Robert,14.6775,-60.93916667,23296,France,6845,EU,same,same
Montévrain,France,48.87527778,2.745555556,9625,Vernoux-en-Vivarais,44.89583333,4.645277778,1916,France,465,EU,same,same
Bagneux,France,48.79777778,2.3125,38520,Grand-Bourg,15.88333333,-61.31611111,5376,France,6764,EU,same,same
Figeac,France,44.60861111,2.031666667,9826,Saint-Loubès,44.91722222,-0.428055556,8467,France,197,EU,same,same
Vernoux-en-Vivarais,France,44.89583333,4.645277778,1916,Montévrain,48.87527778,2.745555556,9625,France,465,EU,same,same
Allemans-du-Dropt,France,44.62694444,0.289444444,502,Dietwiller,47.69138889,7.401388889,1423,France,645,EU,same,same
Saint-Anthème,France,45.52777778,3.917222222,719,Chartres-de-Bretagne,48.03944444,-1.703888889,7395,France,511,EU,same,same
Trégueux,France,48.49055556,-2.738055556,8172,Lavelanet,42.93277778,1.848611111,6312,France,713,EU,same,same
Bazeilles,France,49.67722222,4.976388889,NA,Fréjus,43.43305556,6.735555556,53039,France,707,EU,same,same
Savigneux,France,45.60694444,4.083055556,3411,Rosenau,47.63722222,7.535833333,2261,France,347,EU,same,same
Chartres-de-Bretagne,France,48.03944444,-1.703888889,7395,Saint-Anthème,45.52777778,3.917222222,719,France,511,EU,same,same
Poitiers,France,46.58111111,0.335277778,87427,Coimbra,40.20127222,-8.407738889,143396,Portugal,1000,EU,different,EU
Quintin,France,48.40361111,-2.909444444,2822,Perros-Guirec,48.81333333,-3.443333333,7312,France,60,EU,same,same
Le Robert,France,14.6775,-60.93916667,23296,Bagnolet,48.86694444,2.416944444,35984,France,6845,EU,same,same
Bourgfelden,France,47.5751,7.55125,NA,Peyrehorade,43.545,-1.1,3612,France,808,EU,same,same
Houilles,France,48.92555556,2.188333333,32287,Schœlcher,14.61611111,-61.10138889,19922,France,6847,EU,same,same
Lavelanet,France,42.93277778,1.848611111,6312,Trégueux,48.49055556,-2.738055556,8172,France,713,EU,same,same
Ennery,France,49.22611111,6.216666667,1938,Ennery,49.07444444,2.106111111,2377,France,299,EU,same,same
Saint-Laurent-du-Maroni,France,5.503888889,-54.02888889,41515,Saint-Laurent-du-Var,43.67333333,7.19,28891,France,7296,EU,same,same
Vierzon,France,47.22194444,2.068333333,27113,Wittelsheim,47.80527778,7.2375,10562,France,394,EU,same,same
Carnac,France,47.58472222,-3.077777778,4183,La Clusaz,45.90416667,6.423055556,1792,France,747,EU,same,same
Chamonix-Mont-Blanc,France,45.92222222,6.868888889,8897,Cilaos,-21.13527778,55.47111111,5386,France,8919,EU,same,same
Saint-Louis,France,47.58527778,7.565,19907,Pimbo,43.57583333,-0.377777778,202,France,761,EU,same,same
Thann,France,47.80666667,7.104444444,7933,Tonneins,44.38972222,0.308333333,8914,France,647,EU,same,same
Eguisheim,France,48.04305556,7.305833333,1743,Hautvillers,49.08416667,3.943611111,765,France,273,EU,same,same
Puteaux,France,48.88416667,2.238055556,43891,Braga,41.53333333,-8.416666667,NA,Portugal,1166,EU,different,EU
Lectoure,France,43.93444444,0.621111111,3730,Saint-Louis,47.58527778,7.565,19907,France,674,EU,same,same
Xanrey,France,48.75083333,6.582222222,116,Voussac,46.32777778,3.062222222,463,France,377,EU,same,same
Saint-Louis,France,47.58527778,7.565,19907,Peyrehorade,43.545,-1.1,3612,France,810,EU,same,same
Nœux-les-Mines,France,50.47972222,2.664722222,12424,La Clusaz,45.90416667,6.423055556,1792,France,580,EU,same,same
Domfront,France,48.59027778,-0.640277778,3687,Seia Municipality,40.41666667,-7.7,NA,Portugal,1066,EU,different,EU
Bazeilles,France,49.67722222,4.976388889,2041,Fréjus,43.43305556,6.735555556,53039,France,707,EU,same,same
Villemomble,France,48.89027778,2.511111111,29165,Portimão,37.13333333,-8.533333333,NA,Portugal,1582,EU,different,EU
